JAPONICA NIPPONBARE POSITIONS,ASSAY ID,ACCESSION,SUBPOPULATION,MISMATCH,25462764,25463321
"CAC 75::IRGC 45352-2::[IRIS 313-11354]",IRIS 313-11354,IRGC 128008,ind2,0.0,A,A
"CN 44-40-7::IRGC 45368-1::[IRIS 313-11355]",IRIS 313-11355,IRGC 127286,indx,0.0,A,A
"CR 579-1-3::IRGC 45443-2::[IRIS 313-11357]",IRIS 313-11357,IRGC 128021,ind1B,0.0,A,A
"DADKHANI::IRGC 45454-2::[IRIS 313-11358]",IRIS 313-11358,IRGC 128023,ind2,0.0,A,A
"DAHARNAGRA::IRGC 45465-2::[IRIS 313-11359]",IRIS 313-11359,IRGC 128024,ind2,0.0,A,A
"KALIKALMA::IRGC 45996-2::[IRIS 313-11361]",IRIS 313-11361,IRGC 128067,ind2,0.0,A,A
"KEYA NUNIA::IRGC 46117-2::[IRIS 313-11362]",IRIS 313-11362,IRGC 128080,aro,0.0,A,A
"KHEJURTHUPI::IRGC 46137-2::[IRIS 313-11363]",IRIS 313-11363,IRGC 128089,ind2,0.0,A,A
"KHIRPULI::IRGC 46143-1::[IRIS 313-11364]",IRIS 313-11364,IRGC 135761,indx,0.0,A,A
"LANJALI::IRGC 46236-2::[IRIS 313-11365]",IRIS 313-11365,IRGC 128095,indx,0.0,A,A
"MAKARANDASAIL::IRGC 46289-2::[IRIS 313-11367]",IRIS 313-11367,IRGC 128103,ind2,0.0,A,A
"PANIKELASH::IRGC 46500-2::[IRIS 313-11368]",IRIS 313-11368,IRGC 128128,ind2,0.0,A,A
"RANACHANDRABHOG::IRGC 46567-2::[IRIS 313-11369]",IRIS 313-11369,IRGC 128146,ind2,0.0,A,A
"SACHI::IRGC 46612-2::[IRIS 313-11370]",IRIS 313-11370,IRGC 132368,ind2,0.0,A,A
"SUFALDHULA::IRGC 46698-2::[IRIS 313-11372]",IRIS 313-11372,IRGC 128173,ind2,0.0,A,A
"T 3::IRGC 46760-2::[IRIS 313-11373]",IRIS 313-11373,IRGC 128177,aro,0.0,A,A
"W 398::IRGC 46787-1::[IRIS 313-11374]",IRIS 313-11374,IRGC 127889,aus,0.0,A,A
"CODE NO 31225::IRGC 46865-2::[IRIS 313-11375]",IRIS 313-11375,IRGC 128018,aro,0.0,A,A
"TOS 7536::IRGC 46985-2::[IRIS 313-11376]",IRIS 313-11376,IRGC 132312,trop,0.0,A,A
"AMARILLO::IRGC 47120-1::[IRIS 313-11377]",IRIS 313-11377,IRGC 127119,indx,0.0,A,A
"CADIDIT (GLUT)::IRGC 47161-1::[IRIS 313-11379]",IRIS 313-11379,IRGC 127245,trop,0.0,A,A
"CA ONG (WHITE)::IRGC 47174-1::[IRIS 313-11380]",IRIS 313-11380,IRGC 128253,trop,0.0,A,A
"LINANGAN::IRGC 47255-2::[IRIS 313-11381]",IRIS 313-11381,IRGC 132351,ind3,0.0,A,A
"HONDERAWALA::IRGC 47372-1::[IRIS 313-11382]",IRIS 313-11382,,indx,0.0,A,A
"CHIEM NGAN::IRGC 47488-1::[IRIS 313-11383]",IRIS 313-11383,IRGC 127274,indx,0.0,A,A
"CHIEM TONG NHAT 1::IRGC 47496-1::[IRIS 313-11384]",IRIS 313-11384,IRGC 127275,indx,0.0,A,A
"IR 9747 SEL::IRGC 47695-1::[IRIS 313-11385]",IRIS 313-11385,IRGC 127442,indx,0.0,A,A
"KHAO DAWK MALI TIA::IRGC 47773-2::[IRIS 313-11386]",IRIS 313-11386,IRGC 128083,ind3,0.0,A,A
"GLAM::IRGC 47978-2::[IRIS 313-11388]",IRIS 313-11388,IRGC 132250,ind3,0.0,A,A
"LEUANG PRA TAHN::IRGC 48292-2::[IRIS 313-11389]",IRIS 313-11389,,ind3,0.0,A,A
"NAH MOI::IRGC 48353-2::[IRIS 313-11390]",IRIS 313-11390,IRGC 128114,ind3,0.0,A,A
"NIAW DAM::IRGC 48387-2::[IRIS 313-11391]",IRIS 313-11391,IRGC 132260,ind3,0.0,A,A
"SA MER::IRGC 48454-2::[IRIS 313-11392]",IRIS 313-11392,IRGC 128156,ind3,0.0,A,A
"SAWNG RUANG::IRGC 48458-2::[IRIS 313-11393]",IRIS 313-11393,IRGC 132267,ind3,0.0,A,A
"INDO NO 13030::IRGC 48630-2::[IRIS 313-11394]",IRIS 313-11394,IRGC 128057,indx,0.0,A,A
"INDO NO 13075::IRGC 48665-1::[IRIS 313-11395]",IRIS 313-11395,IRGC 135755,ind3,0.0,A,A
"MAS::IRGC 48758-1::[IRIS 313-11396]",IRIS 313-11396,IRGC 128385,trop,0.0,A,A
"TAMBU::IRGC 48932-1::[IRIS 313-11397]",IRIS 313-11397,IRGC 132044,trop,0.0,A,A
"TODULI::IRGC 48942-2::[IRIS 313-11398]",IRIS 313-11398,IRGC 128190,ind3,0.0,A,A
"RAYDHAN 1::IRGC 49127-2::[IRIS 313-11399]",IRIS 313-11399,IRGC 128148,indx,0.0,A,A
"ECHORSAIL::IRGC 49182-1::[IRIS 313-11400]",IRIS 313-11400,,indx,0.0,A,A
"MOTANGA::IRGC 49242-2::[IRIS 313-11401]",IRIS 313-11401,IRGC 128113,aro,0.0,A,A
"SUITE JORA::IRGC 49257-2::[IRIS 313-11402]",IRIS 313-11402,IRGC 128174,indx,0.0,A,A
"AEB 368 RIP P TYPE ADT::IRGC 49359-2::[IRIS 313-11403]",IRIS 313-11403,IRGC 127923,indx,0.0,A,A
"AMON 4::IRGC 49375-2::[IRIS 313-11404]",IRIS 313-11404,IRGC 127925,ind2,0.0,A,A
"APYO DAW GYI::IRGC 49386-2::[IRIS 313-11405]",IRIS 313-11405,IRGC 132238,ind3,0.0,A,A
"A 28-6::IRGC 49409-2::[IRIS 313-11406]",IRIS 313-11406,IRGC 127921,ind3,0.0,A,A
"BATCHA BHOG (SCENTED)::IRGC 49440-2::[IRIS 313-11407]",IRIS 313-11407,IRGC 127989,ind2,0.0,A,A
"CHITRAKALI::IRGC 49524-2::[IRIS 313-11408]",IRIS 313-11408,IRGC 128016,ind2,0.0,A,A
"CUTTACK 29::IRGC 49573-1::[IRIS 313-11409]",IRIS 313-11409,IRGC 127289,ind2,0.0,A,A
"C 28-16::IRGC 49580-1::[IRIS 313-11410]",IRIS 313-11410,IRGC 132393,indx,0.0,A,A
"DONRADAO::IRGC 49604-1::[IRIS 313-11411]",IRIS 313-11411,IRGC 127342,ind2,0.0,A,A
"KALAR KAR::IRGC 49737-2::[IRIS 313-11413]",IRIS 313-11413,IRGC 132420,aus,0.0,A,A
"KARUNJEERAGA SAMBA::IRGC 49774-1::[IRIS 313-11414]",IRIS 313-11414,IRGC 127495,indx,0.0,A,A
"KONAMANI::IRGC 49806-1::[IRIS 313-11416]",IRIS 313-11416,IRGC 127529,ind2,0.0,A,A
"LAWANGAI::IRGC 49850-2::[IRIS 313-11417]",IRIS 313-11417,IRGC 132256,admix,0.0,A,A
"MATALI::IRGC 49891-2::[IRIS 313-11418]",IRIS 313-11418,IRGC 128106,ind2,0.0,A,A
"MUTHA SAMBA::IRGC 49924-2::[IRIS 313-11419]",IRIS 313-11419,,indx,0.0,A,A
"PISINI::IRGC 50035-2::[IRIS 313-11420]",IRIS 313-11420,IRGC 128138,ind2,0.0,A,A
"TULASIBAS::IRGC 50192-2::[IRIS 313-11421]",IRIS 313-11421,IRGC 128196,ind2,0.0,A,A
"13946 (GUANG QIU 15)::IRGC 50320-1::[IRIS 313-11422]",IRIS 313-11422,IRGC 127095,ind1A,0.0,A,A
"C 1016-1::IRGC 50368-1::[IRIS 313-11423]",IRIS 313-11423,IRGC 127243,indx,0.0,A,A
"SINAPLED::IRGC 50402-1::[IRIS 313-11424]",IRIS 313-11424,IRGC 127807,trop,0.0,A,A
"BRANCO PRECOCE::IRGC 50441-2::[IRIS 313-11425]",IRIS 313-11425,IRGC 128003,admix,0.0,A,A
"CHATAO::IRGC 50456-1::[IRIS 313-11426]",IRIS 313-11426,IRGC 128260,trop,0.0,A,A
"GEM OU BRAZIL::IRGC 50470-1::[IRIS 313-11427]",IRIS 313-11427,IRGC 128295,trop,0.0,A,A
"HEIBIAO::[B001]",B001,IRGC 135900,temp,0.0,A,A
"SANSUIJIN::[B002]",B002,IRGC 136041,temp,0.0,A,A
"ZAOSHENGBAI::[B003]",B003,IRGC 136088,japx,0.0,A,A
"QIUGUANGTENGXI 104::[B004]",B004,IRGC 136031,temp,0.0,A,A
"WANSHI::[B005]",B005,IRGC 136067,temp,0.0,A,A
"YIKONG::[B006]",B006,IRGC 136078,indx,0.0,A,A
"TIANHANDAO::[B007]",B007,IRGC 136055,indx,0.0,A,A
"BAXIANG::[B008]",B008,,temp,0.0,A,A
"VIETNAM ZAODAO::[B009]",B009,IRGC 136065,ind1A,0.0,A,A
"MALAIHONG::[B010]",B010,,ind1A,0.0,A,A
"CO 22::[B011]",B011,IRGC 135870,indx,0.0,A,A
"2037(RAJAHAMSAL)::[B012]",B012,IRGC 135815,ind2,0.0,A,A
"SRI LANKA 1::[B013]",B013,IRGC 136049,indx,0.0,A,A
"WUZILUOSI 215::[B014]",B014,IRGC 136072,temp,0.0,A,A
"KAHAMU::[B015]",B015,IRGC 135963,ind1A,0.0,A,A
"AOMIERTE 168::[B016]",B016,IRGC 135829,temp,0.0,A,A
"AERJITUO::[B017]",B017,IRGC 135822,temp,0.0,A,A
"AMERICAN HUANGKEDAO::[B018]",B018,IRGC 135827,trop,0.0,A,A
"BULEIDA A-75::[B019]",B019,IRGC 135852,indx,0.0,A,A
"JINEIYADAO::[B020]",B020,IRGC 135958,admix,0.0,A,A
"SELN 244A6-20::[B021]",B021,IRGC 136044,indx,0.0,A,A
"GAOLIQIU::[B023]",B023,IRGC 135891,temp,0.0,A,A
"XIANLUOSICHI::[B024]",B024,IRGC 136076,ind1A,0.0,A,A
"DJANDA MANDJA::[B025]",B025,IRGC 135881,trop,0.0,A,A
"PADI LADANG ASE POLO KOMEK::[B026]",B026,IRGC 136017,indx,0.0,A,A
"C 894-21::[B027]",B027,IRGC 135858,ind3,0.0,A,A
"IR 10179-23-1-3::[B028]",B028,IRGC 135917,indx,0.0,A,A
"DUMAI::[B029]",B029,IRGC 135885,ind1B,0.0,A,A
"JAIBATTEY::[B030]",B030,IRGC 135950,indx,0.0,A,A
"NGATSIN::[B031]",B031,IRGC 136007,ind2,0.0,A,A
"ROHINI::[B032]",B032,IRGC 136034,ind1B,0.0,A,A
"BW 293-2::[B033]",B033,IRGC 135853,ind1B,0.0,A,A
"ALBANIA RICE::[B034]",B034,IRGC 135825,temp,0.0,A,A
"AMERICAN RICE::[B035]",B035,IRGC 135828,indx,0.0,A,A
"JIJUCAS CLARO::[B036]",B036,IRGC 135955,japx,0.0,A,A
"NANOAY P.A::[B037]",B037,IRGC 135999,trop,0.0,A,A
"NABATED A SMAR::[B038]",B038,IRGC 135997,temp,0.0,A,A
"IRAT 10::[B039]",B039,IRGC 135940,indx,0.0,A,A
"K 24::[B040]",B040,IRGC 135962,indx,0.0,A,A
"YR 83-23-11::[B043]",B043,IRGC 136081,trop,0.0,A,A
"SANTIANNUO::[B044]",B044,IRGC 136042,indx,0.0,A,A
"GONGCHENGXIANG::[B045]",B045,IRGC 135896,temp,0.0,A,A
"QIUTIANXIAOTING::[B046]",B046,IRGC 136032,temp,0.0,A,A
"ZHENFU 8::[B047]",B047,IRGC 136092,temp,0.0,A,A
"CISOKAN::[B048]",B048,IRGC 135868,ind1B,0.0,A,A
"ZACAODAO 13::[B049]",B049,IRGC 136086,aus,0.0,A,A
"GZ 1368-5-4::[B051]",B051,IRGC 135899,indx,0.0,A,A
"J34::[B052]",B052,IRGC 135949,ind2,0.0,A,A
"80A97YR303-304-1-3::[B053]",B053,IRGC 135819,trop,0.0,A,A
"80050YR72136-43::[B054]",B054,IRGC 135817,trop,0.0,A,A
"YR196::[B055]",B055,IRGC 136080,temp,0.0,A,A
"TIEGANWU::[B056]",B056,,temp,0.0,A,A
"XIUSHUI 115::[B057]",B057,,temp,0.0,A,A
"ERJIUNAN 1::[B058]",B058,,ind1B,0.0,A,A
"NANJING 11::[B059]",B059,,ind1A,0.0,A,A
"AIJIAONANTE::[B060]",B060,IRGC 117600,ind1A,0.0,A,A
"GUANGLUAI 4::[B061]",B061,,ind1A,0.0,A,A
"NANTEHAO::[B062]",B062,,ind1A,0.0,A,A
"GUIZHAO 2::[B063]",B063,,ind1A,0.0,A,A
"XIANGZAOXIAN 7::[B064]",B064,,indx,0.0,A,A
"HUANGSIGUIZHAN::[B065]",B065,,indx,0.0,A,A
"GUANGKEXIANGNUO::[B066]",B066,,temp,0.0,A,A
"FUNINGZIPIGENGZI::[B067]",B067,,ind1A,0.0,A,A
"GAOYANGDIANDAO DAHONGMANG::[B068]",B068,,temp,0.0,A,A
"DANDONGLUDAO::[B069]",B069,,japx,0.0,A,A
"LAOGUANGTOU 83::[B070]",B070,,japx,0.0,A,A
"MUXIQIU::[B071]",B071,,temp,0.0,A,A
"QIUQIANBAI::[B072]",B072,,ind1A,0.0,A,A
"JINXIBAI2::[B073]",B073,,indx,0.0,A,A
"TAISHANNUO::[B074]",B074,,ind1A,0.0,A,A
"JINBAOYIN::[B075]",B075,,indx,0.0,A,A
"MINBEIWANXIAN::[B076]",B076,,indx,0.0,A,A
"YIZHIXIANG::[B077]",B077,,temp,0.0,A,A
"ESINIU::[B079]",B079,IRGC 135887,ind1A,0.0,A,A
"HEIDU 4::[B081]",B081,IRGC 135901,ind1A,0.0,A,A
"QIYUEXIAN::[B082]",B082,,indx,0.0,A,A
"DONGTINGWANXIAN::[B083]",B083,,ind1A,0.0,A,A
"BAWANGBIAN 1::[B084]",B084,,admix,0.0,A,A
"XUGUNUO::[B085]",B085,,ind1A,0.0,A,A
"MUGUANUO::[B086]",B086,,admix,0.0,A,A
"ZHONGNONG 4::[B087]",B087,,ind2,0.0,A,A
"SAN**QISHILUO::[B088]",B088,,indx,0.0,A,A
"QITOUBAIGU3::[B089]",B089,,indx,0.0,A,A
"ZIMI::[B090]",B090,,indx,0.0,A,A
"XIAOHONGGU::[B091]",B091,,indx,0.0,A,A
"GONGJU 73::[B092]",B092,,ind1A,0.0,A,A
"QITOUGU::[B093]",B093,,ind1A,0.0,A,A
"ZINUO::[B094]",B094,,ind1A,0.0,A,A
"MOWANGGUNEIZA::[B095]",B095,,indx,0.0,A,A
"JINZHINUO4::[B096]",B096,,indx,0.0,A,A
"JIIENUO::[B097]",B097,,indx,0.0,A,A
"HONGKEZHENUO::[B100]",B100,,temp,0.0,A,A
"YANGKENUO::[B101]",B101,,temp,0.0,,A
"MAGUZI::[B102]",B102,,temp,0.0,A,A
"LAOHONGDAO::[B103]",B103,,temp,0.0,A,A
"JIABALA::[B104]",B104,,ind1A,0.0,A,A
"BAOXUAN 21 A::[B105]",B105,,indx,0.0,A,A
"WENXIANGNUO::[B106]",B106,,indx,0.0,A,A
"DAWANNUO::[B107]",B107,,indx,0.0,A,A
"XIANGGU::[B108]",B108,,indx,0.0,A,A
"LENGSHUIGU 2::[B109]",B109,,japx,0.0,A,A
"HUANGPINUO::[B110]",B110,,temp,0.0,A,A
"ZIMANGFEIE::[B111]",B111,,temp,0.0,A,A
"LIUSHA 1::[B112]",B112,,ind1A,0.0,A,A
"CHENWAN 3::[B113]",B113,,indx,0.0,A,A
"CHENGDUAI 3::[B114]",B114,,ind1A,0.0,A,A
"AIMAKANG::[B115]",B115,,ind1A,0.0,A,A
"SHUFENG 101::[B116]",B116,,indx,0.0,A,A
"LIXINGENG::[B117]",B117,,temp,0.0,A,A
"ERGANGAI::[B118]",B118,,indx,0.0,A,A
"GUANGLUAI 15-1::[B119]",B119,,ind1A,0.0,A,A
"HONGWAN 1::[B120]",B120,,indx,0.0,A,A
"LUKE 3::[B121]",B121,,ind1A,0.0,A,A
"LIAOGENG 287::[B122]",B122,,temp,0.0,A,A
"ZAOSHUXIANGHEIMI::[B123]",B123,,indx,0.0,A,A
"GENG 87-304::[B124]",B124,,temp,0.0,A,A
"XIANGWANXIAN 3::[B125]",B125,,indx,0.0,A,A
"ZAOXIAN 240::[B126]",B126,,ind1A,0.0,A,A
"DANGYU 5::[B127]",B127,,ind1A,0.0,A,A
"SIBEITIZHAO 6::[B128]",B128,,indx,0.0,A,A
"HONGAINUO::[B129]",B129,,indx,0.0,A,A
"WANLIXIAN::[B130]",B130,,ind1A,0.0,A,A
"AIZIZHAN::[B131]",B131,,indx,0.0,A,A
"XIAOBAIMI::[B132]",B132,,indx,0.0,A,A
"YANSHUICHI::[B133]",B133,,indx,0.0,A,A
"XISHI 15::[B134]",B134,,subtrop,0.0,A,A
"HONGGENGHANGU3::[B135]",B135,,indx,0.0,A,A
"YUYANNUO::[B136]",B136,,japx,0.0,A,A
"80B::[B137]",B137,,indx,0.0,A,A
"GU 154::[B138]",B138,,indx,0.0,A,A
"IR 661-1::[B139]",B139,,indx,0.0,A,A
"PEI C122::[B140]",B140,,ind1A,0.0,A,A
"GENG 7623::[B141]",B141,,admix,0.0,A,A
"NINGHUI 21::[B142]",B142,,admix,0.0,A,A
"76--1::[B143]",B143,,temp,0.0,A,A
"HUHUI 628::[B144]",B144,,japx,0.0,A,A
"TEQINGXUANHUI::[B145]",B145,,indx,0.0,A,A
"JWR 221::[B146]",B146,,ind1B,0.0,A,A
"BAIKEHANHE::[B147]",B147,,ind1A,0.0,A,A
"LENGSHUINUO::[B148]",B148,,japx,0.0,A,A
"HAOXIANG::[B149]",B149,,ind1A,0.0,A,A
"L 301B::[B150]",B150,,ind1A,0.0,A,A
"JINNANTE 43B::[B151]",B151,,ind1A,0.0,A,A
"ZAOSHUNONGHU 6::[B152]",B152,,temp,0.0,A,A
"QINGSIAI 16B::[B153]",B153,,indx,0.0,A,A
"LIMING B::[B154]",B154,,temp,0.0,A,A
"BAOXIE-7B::[B155]",B155,,indx,0.0,A,A
"G ZHENSHAN 97B::[B156]",B156,,ind1A,0.0,A,A
"88B::[B157]",B157,,ind1A,0.0,A,A
"TAIZHONG 65/TAIZHONGHR539::[B158]",B158,,admix,0.0,A,A
"TAIZHONGZAILAI 1/TAIZHONG65::[B159]",B159,,indx,0.0,A,A
"SHUIYUAN 300LI::[B160]",B160,,temp,0.0,A,A
"YELICANGHUA::[B161]",B161,,temp,0.0,A,A
"BAIGEDAO::[B162]",B162,,temp,0.0,A,A
"LIUSHIZAO::[B163]",B163,,ind1A,0.0,A,A
"QINGKE::[B164]",B164,,aus,0.0,A,A
"HAOHUANGLA::[B165]",B165,,indx,0.0,A,A
"JIANGHUADAO::[B166]",B166,IRGC 135953,temp,0.0,A,A
"QINGJINZAOSHENG::[B167]",B167,IRGC 136029,temp,0.0,A,A
"ZHUYUAN::[B168]",B168,IRGC 136096,temp,0.0,A,A
"AILUYU::[B169]",B169,,temp,0.0,A,A
"HONGSE 90::[B170]",B170,IRGC 135905,temp,0.0,A,A
"LINGUO::[B171]",B171,IRGC 135974,temp,0.0,A,A
"TJANTAJAN::[B173]",B173,IRGC 136056,admix,0.0,A,A
"BRC 25-146-2-1::[B176]",B176,IRGC 135850,indx,0.0,A,A
"KELUODUO B::[B179]",B179,IRGC 135966,temp,0.0,A,A
"P1790-5-1M-4-5M-1B-3M-B::[B180]",B180,IRGC 136016,indx,0.0,A,A
"71011::[B181]",B181,IRGC 135816,ind1A,0.0,A,A
"CHIMAO::[B182]",B182,,temp,0.0,A,A
"QINGNUO KYOHATAMOCHI::[B183]",B183,IRGC 136030,temp,0.0,A,A
"CHANH 148::[B184]",B184,IRGC 135862,indx,0.0,A,A
"SLK 2-18-2::[B185]",B185,IRGC 136048,indx,0.0,A,A
"RP 1570-44-1::[B187]",B187,IRGC 136035,indx,0.0,A,A
"IRAT 36::[B188]",B188,IRGC 135944,trop,0.0,A,A
"IRAT 669::[B189]",B189,IRGC 135945,trop,0.0,A,A
"ITA 221::[B190]",B190,,trop,0.0,A,A
"80A60YR71009-1-5::[B191]",B191,IRGC 135818,trop,0.0,A,A
"R42::[B192]",B192,IRGC 136033,admix,0.0,A,A
"C.MEDIO 7::[B193]",B193,IRGC 135869,indx,0.0,A,A
"ECIA 179-S13::[B194]",B194,IRGC 135886,ind1B,0.0,A,A
"PMS 10B::[B195]",B195,IRGC 136021,indx,0.0,A,A
"TAIDONGLUDAO::[B196]",B196,,trop,0.0,A,A
"TAIZHONGXIANXUAN 2::[B197]",B197,,ind1A,0.0,A,A
"JIEFANGXIAN::[B198]",B198,,ind1A,0.0,A,A
"HONGMISANDAN::[B199]",B199,,temp,0.0,A,A
"JINYOU 1::[B200]",B200,IRGC 135959,ind1B,0.0,A,A
"CHENGNONGSHUIJING::[B201]",B201,,ind1B,0.0,A,A
"BAOXIE 123B::[B202]",B202,,indx,0.0,A,A
"BIWUSHENG::[B203]",B203,,indx,0.0,A,A
"LONGHUAMAOHU::[B204]",B204,,temp,0.0,A,A
"CUNSANLI::[B205]",B205,,japx,0.0,A,A
"AIHECHI::[B207]",B207,,indx,0.0,A,A
"LUCAIHAO::[B208]",B208,,ind1A,0.0,A,A
"NANXIONGZAOYOUZHAN::[B210]",B210,,ind1A,0.0,A,A
"CHIKENUO::[B212]",B212,,temp,0.0,A,A
"LIUYENIAN::[B213]",B213,,ind1A,0.0,A,A
"XUANENCHANGTANQINGZHAN::[B214]",B214,,ind1B,0.0,A,A
"HONGQI 5::[B215]",B215,IRGC 135904,temp,0.0,A,A
"HANMADAO4::[B216]",B216,,ind1A,0.0,A,A
"HONGGU::[B217]",B217,,ind1B,0.0,A,A
"WUZIDUI::[B218]",B218,,temp,0.0,A,A
"HAOLAI::[B219]",B219,,indx,0.0,A,A
"FANHAOPI::[B221]",B221,,ind1A,0.0,A,A
"BEIZINUO::[B222]",B222,,ind1A,0.0,A,A
"CUNGUNUO::[B223]",B223,,temp,0.0,A,A
"YOUNIAN::[B224]",B224,,ind1A,0.0,A,A
"GUANTUIBAIHE 1::[B225]",B225,,temp,0.0,A,A
"HEIMANGDAO::[B226]",B226,,temp,0.0,A,A
"MENJIAGAO 1::[B227]",B227,,indx,0.0,A,A
"HAOBAYONG 1::[B228]",B228,,japx,0.0,A,A
"MENJIADING 2::[B229]",B229,,indx,0.0,A,A
"BANJIEMANG2::[B230]",B230,,japx,0.0,A,A
"XIANGAIZAO 10HAO::[B232]",B232,,ind1B,0.0,A,A
"XIANGWANXIAN 1::[B233]",B233,,indx,0.0,A,A
"AITUOGU 151::[B234]",B234,,ind1A,0.0,A,A
"ZHONGHUA 8::[B235]",B235,,temp,0.0,A,A
"JINDAO 1::[B236]",B236,IRGC 135957,temp,0.0,A,A
"MOMI::[B238]",B238,,indx,0.0,A,A
"ZHENDAO 232::[B239]",B239,IRGC 136091,ind1A,0.0,A,A
"ZHENGDAO 5::[B240]",B240,,temp,0.0,A,A
"LAMUJIA::[B241]",B241,,subtrop,0.0,A,A
"GUI 630::[B242]",B242,,indx,0.0,A,A
"HUHUI 91269::[B243]",B243,IRGC 135910,aus,0.0,A,A
"XIANGDAO::[B244]",B244,,ind1A,0.0,A,A
"SHANJIUGU::[B245]",B245,,subtrop,0.0,A,A
"LAOZAOGU::[B246]",B246,,indx,0.0,A,A
"JINNANTE B::[B247]",B247,,indx,0.0,A,A
"ZHUZHEN B::[B248]",B248,,ind1A,0.0,A,A
"CHAOYANGYIHAO B::[B249]",B249,,ind1A,0.0,A,A
"ANNONGWANGENG B::[B250]",B250,,temp,0.0,A,A
"XIANGAI B::[B252]",B252,,indx,0.0,A,A
"JIANGNONGZAO 1 B::[B253]",B253,,indx,0.0,A,A
"JINGHU3 B::[B254]",B254,,indx,0.0,A,A
"DIANRUI 409B::[B255]",B255,,indx,0.0,A,A
"XINGGUO::[B258]",B258,,temp,0.0,A,A
"LEIHUOZHAN::[B259]",B259,,ind1A,0.0,A,A
"MAMAGU::[B260]",B260,,ind1A,0.0,A,A
"MEIHUANUO::[B261]",B261,,ind1A,0.0,A,A
"WEIGUO::[B263]",B263,,temp,0.0,A,A
"SANBAILI::[B264]",B264,,ind1A,0.0,A,A
"WUKEZHAN::[B265]",B265,,indx,0.0,A,A
"HAOMAKE (K)::[B266]",B266,,subtrop,0.0,A,A
"NON SPECIFIED::[B267]",B267,,indx,0.0,A,A
"NANGAOGU::[B268]",B268,,indx,0.0,A,A
"YUEFU::[B269]",B269,IRGC 136083,temp,0.0,A,A
"GANG 46B::[CX10]",CX10,IRGC 135890,ind1A,0.0,A,A
"PALUNG 2::[CX100]",CX100,IRGC 136020,ind1B,0.0,,A
"HEI MI CHAN::[CX101]",CX101,IRGC 135902,ind1A,0.0,A,A
"TEK SI CHUT::[CX102]",CX102,IRGC 136053,ind1A,0.0,A,A
"RUBIO::[CX103]",CX103,IRGC 136036,admix,0.0,A,A
"SADRI RICE 1::[CX104]",CX104,IRGC 136037,aro,0.0,A,A
"SAL BUI BAO::[CX106]",CX106,IRGC 136040,trop,0.0,A,A
"TUN SART::[CX107]",CX107,IRGC 136060,ind3,0.0,A,A
"DACCA6::[CX109]",CX109,IRGC 135876,japx,0.0,A,A
"GUMEI 2::[CX11]",CX11,,japx,0.0,A,A
"UP15::[CX110]",CX110,IRGC 136062,aro,0.0,A,A
"GIZA14::[CX111]",CX111,IRGC 135894,trop,0.0,A,A
"GINGA::[CX112]",CX112,IRGC 135893,admix,0.0,A,A
"BINIAPAN::[CX113]",CX113,IRGC 135846,trop,0.0,A,A
"GUANG LU AI 4::[CX114]",CX114,,ind1A,0.0,A,A
"YUN HUI 72::[CX115]",CX115,,indx,0.0,A,A
"WUDADAOZHONG::[CX116]",CX116,IRGC 136070,temp,0.0,A,A
"IR65600-27-1-2-2::[CX117]",CX117,IRGC 135930,indx,0.0,A,A
"YETUOZAI::[CX118]",CX118,,indx,0.0,A,A
"P59279::[CX119]",CX119,,indx,0.0,A,A
"HUAGENGXIAN 74::[CX12]",CX12,IRGC 135909,indx,0.0,A,A
"TKM6::[CX120]",CX120,IRGC 136057,indx,0.0,A,A
"GUANG122::[CX121]",CX121,,ind1B,0.0,A,A
"TAI-ZHONG-XIAN 10::[CX122]",CX122,,indx,0.0,,A
"YU QIU GU::[CX123]",CX123,,ind1A,0.0,A,A
"IR71466-75-3-B-1::[CX124]",CX124,IRGC 135936,indx,0.0,A,A
"CAOZHAO-2::[CX125]",CX125,,ind1B,0.0,A,A
"IRBB60::[CX126]",CX126,IRGC 135946,ind1B,0.0,A,A
"GAJALE::[CX128]",CX128,IRGC 135889,indx,0.0,A,A
"MOLOK::[CX129]",CX129,IRGC 135986,trop,0.0,A,A
"R644::[CX13]",CX13,,indx,0.0,A,A
"CHIPDA::[CX130]",CX130,IRGC 135864,ind2,0.0,A,A
"ZALE::[CX131]",CX131,IRGC 136087,ind1A,0.0,A,A
"AP423::[CX132]",CX132,IRGC 135830,trop,0.0,A,A
"ZHENGSHAN97::[CX133]",CX133,,ind1A,0.0,A,A
"IRBB7::[CX134]",CX134,IRGC 135948,ind1B,0.0,A,A
"QD_441::[CX138]",CX138,,japx,0.0,A,A
"AMARELES::[CX139]",CX139,IRGC 135826,japx,0.0,A,A
"CHENNONG 265::[CX14]",CX14,,temp,0.0,A,A
"NIPPONBARE::[CX140]",CX140,IRGC 136196,temp,0.0,A,A
"PADI SIAM KUNING::[CX141]",CX141,IRGC 136019,ind3,0.0,A,A
"AI YEH LU::[CX142]",CX142,IRGC 135823,japx,0.0,A,A
"KHASAR::[CX143]",CX143,IRGC 135968,aro,0.0,A,A
"MINGHUI 63::[CX145]",CX145,IRGC 117271,indx,0.0,A,A
"CO43::[CX146]",CX146,IRGC 135871,indx,0.0,A,A
"SEBERANG::[CX147]",CX147,,indx,0.0,A,A
"SRI RAJA::[CX148]",CX148,IRGC 136050,ind3,0.0,A,A
